Last Name/Surname,Total,Two or More Races,Percentage,Rank,U.S. Rank
BRINK,"11,982",167,1.39%,"3,635","2,989"
COYNE,"11,525",167,1.45%,"3,636","3,130"
BAUMGARTNER,"11,448",167,1.46%,"3,637","3,156"
GARVEY,"11,307",167,1.48%,"3,638","3,196"
POIRIER,"9,453",167,1.77%,"3,639","3,747"
MCCORKLE,"8,529",167,1.96%,"3,640","4,154"
COVEY,"8,414",167,1.98%,"3,641","4,212"
FU,"8,370",167,2.00%,"3,642","4,235"
TURNBULL,"8,320",167,2.01%,"3,643","4,267"
SALEEM,"3,317",167,5.03%,"3,644","9,767"
ORNELLAS,936,167,17.84%,"3,645","26,143"
HOSEIN,"1,078",166,15.40%,"3,646","23,555"
PARIKH,"7,506",166,2.21%,"3,647","4,724"
JAMIESON,"7,338",166,2.26%,"3,648","4,812"
BOZEMAN,"7,004",166,2.37%,"3,649","5,016"
MCLELLAN,"6,318",166,2.63%,"3,650","5,505"
KAO,"6,018",166,2.76%,"3,651","5,758"
THURMOND,"5,922",166,2.80%,"3,652","5,841"
BHATTI,"3,919",166,4.24%,"3,653","8,430"
MUSA,"3,736",166,4.44%,"3,654","8,773"
VILORIA,"2,405",166,6.90%,"3,655","12,821"
NOMURA,"1,453",166,11.42%,"3,656","18,835"
VAZQUEZ,"138,322",166,0.12%,"3,657",203
AYALA,"92,463",166,0.18%,"3,658",333
RIZZO,"18,605",166,0.89%,"3,659","1,943"
NAGEL,"14,545",166,1.14%,"3,660","2,480"
EBERT,"12,830",166,1.29%,"3,661","2,809"
CABLE,"9,545",166,1.74%,"3,662","3,716"
PACKARD,"9,494",166,1.75%,"3,663","3,733"
RIPLEY,"9,314",166,1.78%,"3,664","3,799"
COLLEY,"8,887",166,1.87%,"3,665","3,996"
FAIN,"8,122",166,2.04%,"3,666","4,379"
MADRID,"25,854",165,0.64%,"3,667","1,364"
DEMARCO,"14,731",165,1.12%,"3,668","2,452"
MOUA,"14,013",165,1.18%,"3,669","2,579"
TIERNEY,"13,608",165,1.21%,"3,670","2,646"
BACHMAN,"13,057",165,1.26%,"3,671","2,763"
DUGGAN,"12,237",165,1.35%,"3,672","2,928"
NIELSON,"11,511",165,1.43%,"3,673","3,137"
HILLER,"10,546",165,1.56%,"3,674","3,387"
MCMILLEN,"10,371",165,1.59%,"3,675","3,444"
DUPONT,"10,339",165,1.60%,"3,676","3,456"
SOWERS,"10,198",165,1.62%,"3,677","3,504"
CASWELL,"9,827",165,1.68%,"3,678","3,611"
WORDEN,"9,139",165,1.81%,"3,679","3,880"
SLOCUM,"9,102",165,1.81%,"3,680","3,899"
GURLEY,"8,669",165,1.90%,"3,681","4,098"
KETCHUM,"8,407",165,1.96%,"3,682","4,213"
COCHRANE,"8,355",165,1.97%,"3,683","4,246"
SILER,"8,327",165,1.98%,"3,684","4,256"
TRUE,"8,261",165,2.00%,"3,685","4,303"
SWEARINGEN,"7,872",165,2.10%,"3,686","4,506"
SPARROW,"7,614",165,2.17%,"3,687","4,657"
SADEGHI,"1,109",165,14.88%,"3,688","23,054"
ISHIKAWA,"1,696",165,9.73%,"3,689","16,833"
FUKUDA,"1,562",165,10.56%,"3,690","17,896"
SHADE,"7,148",165,2.31%,"3,691","4,919"
GROCE,"5,351",165,3.08%,"3,692","6,362"
SIU,"4,877",165,3.38%,"3,693","6,892"
SPRINGS,"3,911",165,4.22%,"3,694","8,446"
STAMPS,"7,307",164,2.24%,"3,695","4,828"
NATION,"7,125",164,2.30%,"3,696","4,940"
WINFREY,"6,740",164,2.43%,"3,697","5,187"
WISDOM,"6,734",164,2.44%,"3,698","5,194"
EMANUEL,"6,517",164,2.52%,"3,699","5,340"
WARRICK,"6,347",164,2.58%,"3,700","5,480"
REINHARDT,"12,057",164,1.36%,"3,701","2,973"
KOLB,"11,705",164,1.40%,"3,702","3,064"
THAI,"11,644",164,1.41%,"3,703","3,089"
HARWOOD,"11,238",164,1.46%,"3,704","3,212"
HASKELL,"9,816",164,1.67%,"3,705","3,617"
TAGGART,"9,808",164,1.67%,"3,706","3,622"
GALBRAITH,"8,886",164,1.85%,"3,707","3,997"
HAWKS,"8,639",164,1.90%,"3,708","4,105"
MERRICK,"8,629",164,1.90%,"3,709","4,111"
PAINE,"8,501",164,1.93%,"3,710","4,171"
BURCHETT,"8,318",164,1.97%,"3,711","4,270"
STINNETT,"8,142",164,2.01%,"3,712","4,363"
TILTON,"8,124",164,2.02%,"3,713","4,376"
BAKSH,"1,791",164,9.16%,"3,714","16,150"
HIRATA,"1,479",164,11.09%,"3,715","18,614"
VIERNES,"1,191",164,13.77%,"3,716","21,830"
PAIVA,"3,365",164,4.87%,"3,717","9,643"
TING,"3,103",164,5.29%,"3,718","10,382"
BETTENCOURT,"7,365",163,2.21%,"3,719","4,797"
WAINWRIGHT,"7,114",163,2.29%,"3,720","4,948"
LOFTIN,"6,739",163,2.42%,"3,721","5,191"
TUGGLE,"6,589",163,2.47%,"3,722","5,285"
DEBERRY,"5,493",163,2.97%,"3,723","6,228"
CARDENAS,"77,652",163,0.21%,"3,724",418
REA,"14,819",163,1.10%,"3,725","2,443"
FERRY,"10,312",163,1.58%,"3,726","3,467"
STACEY,"9,520",163,1.71%,"3,727","3,720"
CLOSE,"9,474",163,1.72%,"3,728","3,739"
MAHON,"9,441",163,1.73%,"3,729","3,749"
DAVEY,"9,071",163,1.80%,"3,730","3,918"
MERRELL,"8,809",163,1.85%,"3,731","4,032"
EARLE,"8,672",163,1.88%,"3,732","4,095"
GRIFFIS,"8,309",163,1.96%,"3,733","4,278"
FARIAS,"16,153",162,1.00%,"3,734","2,252"
MATHIAS,"8,851",162,1.83%,"3,735","4,014"
BRITTAIN,"8,671",162,1.87%,"3,736","4,096"
SETTLE,"8,202",162,1.98%,"3,737","4,329"
BOWLIN,"6,938",162,2.33%,"3,738","5,055"
HUGHEY,"6,830",162,2.37%,"3,739","5,124"
FAIRLEY,"6,398",162,2.53%,"3,740","5,441"
THACH,"6,229",162,2.60%,"3,741","5,578"
SEARLES,"6,178",162,2.62%,"3,742","5,627"
WAN,"5,831",162,2.78%,"3,743","5,911"
PIERRELOUIS,"5,653",162,2.87%,"3,744","6,070"
PEPPERS,"5,171",162,3.13%,"3,745","6,551"
BAPTISTA,"3,621",162,4.47%,"3,746","9,027"
KAWAMOTO,"1,379",162,11.75%,"3,747","19,567"
OKAMURA,"1,254",162,12.92%,"3,748","20,985"
NITTA,"1,439",161,11.19%,"3,749","18,961"
RAMKISSOON,"1,152",161,13.98%,"3,750","22,359"
MOSSMAN,"3,146",161,5.12%,"3,751","10,245"
MATTISON,"7,485",161,2.15%,"3,752","4,737"
RODERICK,"7,039",161,2.29%,"3,753","4,987"
WOOLSEY,"6,949",161,2.32%,"3,754","5,049"
SHIVERS,"6,939",161,2.32%,"3,755","5,052"
WINGFIELD,"6,362",161,2.53%,"3,756","5,466"
LIGON,"6,140",161,2.62%,"3,757","5,654"
KIRKSEY,"5,654",161,2.85%,"3,758","6,068"
AIKENS,"4,936",161,3.26%,"3,759","6,831"
DANDRIDGE,"4,201",161,3.83%,"3,760","7,876"
PALMA,"20,636",161,0.78%,"3,761","1,735"
MORRISSEY,"13,564",161,1.19%,"3,762","2,658"
SCHERER,"13,421",161,1.20%,"3,763","2,682"
CONDON,"13,109",161,1.23%,"3,764","2,752"
COTTER,"11,904",161,1.35%,"3,765","3,010"
PAULINO,"11,500",161,1.40%,"3,766","3,142"
WELLMAN,"11,260",161,1.43%,"3,767","3,208"
PAULSEN,"11,243",161,1.43%,"3,768","3,211"
CUSTER,"10,790",161,1.49%,"3,769","3,324"
HUBERT,"10,380",161,1.55%,"3,770","3,439"
LOVELESS,"9,533",161,1.69%,"3,771","3,718"
HACKNEY,"9,507",161,1.69%,"3,772","3,727"
EADS,"9,056",161,1.78%,"3,773","3,925"
KIDWELL,"9,006",161,1.79%,"3,774","3,951"
LOY,"8,868",161,1.82%,"3,775","4,006"
CATHEY,"8,779",161,1.83%,"3,776","4,048"
GOFORTH,"8,735",161,1.84%,"3,777","4,068"
SULEIMAN,"1,976",161,8.15%,"3,778","14,965"
SULTANI,444,161,36.26%,"3,779","47,706"
KAMAKA,423,161,38.06%,"3,780","49,636"
HASEGAWA,"1,559",160,10.26%,"3,781","17,927"
HIGASHI,"1,149",160,13.93%,"3,782","22,404"
VELEZ,"53,265",160,0.30%,"3,783",638
SILVERMAN,"14,636",160,1.09%,"3,784","2,463"
WAHL,"13,253",160,1.21%,"3,785","2,716"
MENARD,"11,543",160,1.39%,"3,786","3,126"
KECK,"11,186",160,1.43%,"3,787","3,227"
NOYES,"9,710",160,1.65%,"3,788","3,666"
HEDGES,"9,625",160,1.66%,"3,789","3,690"
HARBIN,"8,587",160,1.86%,"3,790","4,130"
SNIPES,"8,428",160,1.90%,"3,791","4,205"
IVES,"8,233",160,1.94%,"3,792","4,317"
ABBASI,"2,562",160,6.25%,"3,793","12,164"
SELLARS,"6,232",160,2.57%,"3,794","5,576"
ABRAM,"5,514",160,2.90%,"3,795","6,201"
BASKERVILLE,"3,755",160,4.26%,"3,796","8,734"
JIMERSON,"3,548",160,4.51%,"3,797","9,192"
MCCANTS,"6,270",159,2.54%,"3,798","5,542"
SETTLES,"6,137",159,2.59%,"3,799","5,656"
KELLUM,"6,136",159,2.59%,"3,800","5,658"
ROEBUCK,"5,100",159,3.12%,"3,801","6,638"
FONTES,"4,478",159,3.55%,"3,802","7,437"
TUNG,"4,411",159,3.60%,"3,803","7,536"
SALEHI,994,159,16.00%,"3,804","25,003"
TAKEUCHI,"1,362",159,11.67%,"3,805","19,763"
UYEDA,"1,326",159,11.99%,"3,806","20,139"
BELTRAN,"49,776",159,0.32%,"3,807",692
VALLE,"31,716",159,0.50%,"3,808","1,104"
MESA,"13,566",159,1.17%,"3,809","2,656"
BOURGEOIS,"13,325",159,1.19%,"3,810","2,705"
JAEGER,"12,436",159,1.28%,"3,811","2,887"
LINDBERG,"10,149",159,1.57%,"3,812","3,516"
MCWHORTER,"9,312",159,1.71%,"3,813","3,801"
MAYHEW,"9,085",159,1.75%,"3,814","3,908"
WOOLDRIDGE,"7,788",159,2.04%,"3,815","4,550"
SOUTHERN,"7,738",159,2.05%,"3,816","4,587"
WHITEMAN,"7,642",159,2.08%,"3,817","4,645"
GUEVARA,"46,454",158,0.34%,"3,818",746
WENDT,"12,712",158,1.24%,"3,819","2,838"
FALLON,"11,974",158,1.32%,"3,820","2,994"
KEMPER,"10,518",158,1.50%,"3,821","3,401"
BALLESTEROS,"10,261",158,1.54%,"3,822","3,481"
THATCHER,"9,752",158,1.62%,"3,823","3,644"
WILLSON,"9,659",158,1.64%,"3,824","3,679"
MANZANO,"9,608",158,1.64%,"3,825","3,697"
FARRINGTON,"9,211",158,1.72%,"3,826","3,844"
STRAIN,"8,883",158,1.78%,"3,827","3,999"
BELT,"8,737",158,1.81%,"3,828","4,065"
WILLIFORD,"8,352",158,1.89%,"3,829","4,248"
MCCUE,"8,250",158,1.92%,"3,830","4,309"
SHINN,"8,038",158,1.97%,"3,831","4,424"
JENKS,"7,396",158,2.14%,"3,832","4,782"
HAGUE,"7,093",158,2.23%,"3,833","4,960"
HOLBERT,"6,746",158,2.34%,"3,834","5,179"
TINKER,"6,291",158,2.51%,"3,835","5,525"
LATTIMORE,"5,068",158,3.12%,"3,836","6,664"
KAPOOR,"3,794",158,4.16%,"3,837","8,663"
MORIMOTO,"1,291",158,12.24%,"3,838","20,541"
TEHRANI,"1,266",158,12.48%,"3,839","20,843"
KAWAMURA,"1,330",157,11.80%,"3,840","20,088"
ELLER,"11,103",157,1.41%,"3,841","3,250"
DRURY,"10,721",157,1.46%,"3,842","3,342"
LIBBY,"10,631",157,1.48%,"3,843","3,360"
LOGSDON,"10,242",157,1.53%,"3,844","3,491"
DAYTON,"8,494",157,1.85%,"3,845","4,173"
LEMAY,"8,471",157,1.85%,"3,846","4,182"
DAMRON,"8,354",157,1.88%,"3,847","4,247"
SCOGGINS,"8,302",157,1.89%,"3,848","4,282"
NALL,"7,966",157,1.97%,"3,849","4,454"
CHESTNUT,"7,924",157,1.98%,"3,850","4,478"
TABER,"7,788",157,2.02%,"3,851","4,550"
SPARKMAN,"7,607",157,2.06%,"3,852","4,661"
BURROW,"7,539",157,2.08%,"3,853","4,707"
BOBBITT,"7,230",157,2.17%,"3,854","4,873"
KINARD,"7,035",157,2.23%,"3,855","4,990"
DINKINS,"6,242",157,2.52%,"3,856","5,570"
PASCHAL,"6,075",157,2.58%,"3,857","5,709"
BRECKENRIDGE,"4,949",157,3.17%,"3,858","6,814"
SHIH,"4,935",157,3.18%,"3,859","6,833"
LIGGINS,"3,827",157,4.10%,"3,860","8,602"
XAVIER,"3,367",157,4.66%,"3,861","9,638"
NOOR,"2,555",157,6.14%,"3,862","12,192"
HEE,"1,157",156,13.48%,"3,863","22,281"
AKBARI,807,156,19.33%,"3,864","29,309"
PEARL,"7,570",156,2.06%,"3,865","4,687"
WALLEN,"7,436",156,2.10%,"3,866","4,763"
DUCKETT,"7,375",156,2.12%,"3,867","4,794"
GERMAIN,"7,332",156,2.13%,"3,868","4,816"
BERNARDO,"7,003",156,2.23%,"3,869","5,017"
FARIA,"6,257",156,2.49%,"3,870","5,557"
BALDRIDGE,"5,996",156,2.60%,"3,871","5,778"
FRIERSON,"5,923",156,2.63%,"3,872","5,838"
HATTEN,"5,907",156,2.64%,"3,873","5,849"
MITCHEL,"5,570",156,2.80%,"3,874","6,151"
PAULK,"5,511",156,2.83%,"3,875","6,206"
MOTON,"4,144",156,3.76%,"3,876","7,977"
MENDONCA,"3,654",156,4.27%,"3,877","8,959"
BACH,"11,999",156,1.30%,"3,878","2,986"
HERR,"11,980",156,1.30%,"3,879","2,990"
WYMAN,"11,051",156,1.41%,"3,880","3,265"
MARVIN,"10,310",156,1.51%,"3,881","3,468"
AHRENS,"10,182",156,1.53%,"3,882","3,508"
LUCE,"9,704",156,1.61%,"3,883","3,672"
LEGG,"9,671",156,1.61%,"3,884","3,674"
RAWLINGS,"9,652",156,1.62%,"3,885","3,684"
STPIERRE,"9,638",156,1.62%,"3,886","3,685"
LUTTRELL,"9,632",156,1.62%,"3,887","3,687"
WOODWORTH,"9,361",156,1.67%,"3,888","3,782"
SEAL,"9,316",156,1.67%,"3,889","3,797"
HUTCHINGS,"8,833",156,1.77%,"3,890","4,025"
SPALDING,"8,601",156,1.81%,"3,891","4,125"
HUNDLEY,"8,532",156,1.83%,"3,892","4,152"
BERNAL,"39,693",155,0.39%,"3,893",873
ESPOSITO,"22,789",155,0.68%,"3,894","1,576"
ALONZO,"20,367",155,0.76%,"3,895","1,758"
HIRSCH,"17,072",155,0.91%,"3,896","2,120"
VERGARA,"15,618",155,0.99%,"3,897","2,332"
HUMMEL,"14,715",155,1.05%,"3,898","2,453"
PARKINSON,"9,767",155,1.59%,"3,899","3,637"
KEATON,"9,723",155,1.59%,"3,900","3,656"
PACKER,"9,048",155,1.71%,"3,901","3,933"
MOREAU,"9,035",155,1.72%,"3,902","3,943"
SPRING,"8,757",155,1.77%,"3,903","4,053"
KOSS,"8,544",155,1.81%,"3,904","4,147"
CAVE,"8,389",155,1.85%,"3,905","4,228"
KHANNA,"3,049",155,5.08%,"3,906","10,520"
ENDO,"1,652",155,9.38%,"3,907","17,151"
LAROSE,"7,552",155,2.05%,"3,908","4,697"
STEEL,"7,111",155,2.18%,"3,909","4,949"
HODSON,"6,296",155,2.46%,"3,910","5,522"
DECASTRO,"5,354",155,2.90%,"3,911","6,361"
JAMERSON,"5,273",155,2.94%,"3,912","6,440"
HARDAWAY,"5,163",155,3.00%,"3,913","6,562"
CRUMPTON,"4,985",155,3.11%,"3,914","6,765"
GO,"4,370",155,3.55%,"3,915","7,607"
HILDRETH,"7,269",154,2.12%,"3,916","4,849"
GOODING,"7,123",154,2.16%,"3,917","4,942"
CHEVALIER,"6,431",154,2.39%,"3,918","5,412"
CHILTON,"6,263",154,2.46%,"3,919","5,551"
TOWNES,"5,067",154,3.04%,"3,920","6,669"
NATIVIDAD,"4,198",154,3.67%,"3,921","7,885"
BLAKEY,"3,796",154,4.06%,"3,922","8,655"
LINDO,"3,605",154,4.27%,"3,923","9,066"
BACA,"28,082",154,0.55%,"3,924","1,249"
COUGHLIN,"14,434",154,1.07%,"3,925","2,510"
NOONAN,"13,286",154,1.16%,"3,926","2,711"
CARON,"12,810",154,1.20%,"3,927","2,817"
COONEY,"12,455",154,1.24%,"3,928","2,883"
MORLEY,"11,028",154,1.40%,"3,929","3,275"
ELROD,"10,851",154,1.42%,"3,930","3,305"
WALDROP,"10,503",154,1.47%,"3,931","3,405"
HIATT,"10,247",154,1.50%,"3,932","3,486"
CULBERTSON,"10,240",154,1.50%,"3,933","3,492"
ALDERMAN,"10,119",154,1.52%,"3,934","3,528"
VUONG,"9,407",154,1.64%,"3,935","3,766"
RANEY,"8,801",154,1.75%,"3,936","4,038"
WINSTEAD,"8,756",154,1.76%,"3,937","4,054"
BANDY,"8,582",154,1.79%,"3,938","4,133"
MOSIER,"8,522",154,1.81%,"3,939","4,157"
PROSSER,"8,244",154,1.87%,"3,940","4,312"
HARDISON,"8,128",154,1.89%,"3,941","4,375"
JUAREZ,"101,949",153,0.15%,"3,942",306
NAGY,"15,497",153,0.99%,"3,943","2,354"
GOETZ,"13,390",153,1.14%,"3,944","2,689"
FARNSWORTH,"12,203",153,1.25%,"3,945","2,939"
FINNEGAN,"11,695",153,1.31%,"3,946","3,068"
KOPP,"11,175",153,1.37%,"3,947","3,232"
HALLER,"9,992",153,1.53%,"3,948","3,568"
HOYLE,"9,192",153,1.66%,"3,949","3,857"
DUVAL,"8,851",153,1.73%,"3,950","4,014"
SOUTHARD,"8,808",153,1.74%,"3,951","4,035"
PETERMAN,"8,690",153,1.76%,"3,952","4,087"
ATWELL,"8,622",153,1.77%,"3,953","4,116"
PINKERTON,"8,446",153,1.81%,"3,954","4,195"
JACKMAN,"7,738",153,1.98%,"3,955","4,587"
PINCKNEY,"6,800",153,2.25%,"3,956","5,147"
WOOLLEY,"6,749",153,2.27%,"3,957","5,176"
FARAH,"6,718",153,2.28%,"3,958","5,203"
DONNELL,"6,494",153,2.36%,"3,959","5,361"
HASSELL,"6,273",153,2.44%,"3,960","5,538"
YIP,"6,208",153,2.46%,"3,961","5,602"
CRAVENS,"6,104",153,2.51%,"3,962","5,681"
BAGBY,"5,542",153,2.76%,"3,963","6,174"
BRACEY,"5,485",153,2.79%,"3,964","6,230"
WITCHER,"5,275",153,2.90%,"3,965","6,437"
RUNNELS,"5,055",153,3.03%,"3,966","6,680"
COSTON,"4,969",153,3.08%,"3,967","6,788"
YUSUF,"4,003",153,3.82%,"3,968","8,280"
TWYMAN,"3,046",153,5.02%,"3,969","10,531"
KHALID,"3,046",153,5.02%,"3,970","10,531"
SING,"2,613",153,5.86%,"3,971","11,960"
TAITANO,855,153,17.89%,"3,972","28,023"
HANOHANO,418,153,36.60%,"3,973","50,106"
OTIS,"7,549",152,2.01%,"3,974","4,699"
BOSLEY,"7,216",152,2.11%,"3,975","4,881"
SUH,"7,089",152,2.14%,"3,976","4,961"
GIDDENS,"7,034",152,2.16%,"3,977","4,995"
ROOKS,"6,883",152,2.21%,"3,978","5,086"
MAYERS,"6,076",152,2.50%,"3,979","5,708"
CLAXTON,"5,786",152,2.63%,"3,980","5,949"
CHRISTMAS,"5,599",152,2.71%,"3,981","6,122"
IBARRA,"66,063",152,0.23%,"3,982",507
WEINER,"14,208",152,1.07%,"3,983","2,546"
STRAUSS,"13,840",152,1.10%,"3,984","2,604"
ROYER,"11,279",152,1.35%,"3,985","3,203"
PHELAN,"10,562",152,1.44%,"3,986","3,382"
MCNABB,"9,935",152,1.53%,"3,987","3,583"
FREE,"9,923",152,1.53%,"3,988","3,586"
JOHANSEN,"9,815",152,1.55%,"3,989","3,619"
HAUGEN,"9,461",152,1.61%,"3,990","3,745"
LAFLEUR,"9,430",152,1.61%,"3,991","3,755"
BOLEN,"9,323",152,1.63%,"3,992","3,793"
BEATTIE,"8,993",152,1.69%,"3,993","3,955"
FRAME,"8,827",152,1.72%,"3,994","4,027"
ATCHISON,"8,185",152,1.86%,"3,995","4,338"
BRADBURY,"8,172",152,1.86%,"3,996","4,343"
DENHAM,"8,156",152,1.86%,"3,997","4,355"
BUDD,"8,026",152,1.89%,"3,998","4,427"
ETHRIDGE,"7,878",152,1.93%,"3,999","4,502"
LUNG,"7,753",152,1.96%,"4,000","4,578"
